2.449293598294706414e-16,-7.000000000000000000e+00
6.840402866513377589e-01,-6.879385241571816856e+00
1.285575219373078948e+00,-6.532088886237955805e+00
1.732050807568877415e+00,-6.000000000000000000e+00
1.969615506024416263e+00,-5.347296355333861051e+00
1.969615506024416263e+00,-4.652703644666138949e+00
1.732050807568877637e+00,-4.000000000000000000e+00
1.285575219373079170e+00,-3.467911113762044195e+00
6.840402866513377589e-01,-3.120614758428183144e+00
2.449293598294706414e-16,-3.000000000000000000e+00
3.420201433256689905e-01,-6.939692620785907984e+00
1.026060429977006638e+00,-6.819077862357724840e+00
1.627595362698747605e+00,-6.471781507023863789e+00
2.074070950894546073e+00,-5.939692620785907984e+00
2.311635649350084698e+00,-5.286988976119769035e+00
2.311635649350084698e+00,-4.592396265452046933e+00
2.074070950894546073e+00,-3.939692620785908428e+00
1.627595362698747827e+00,-3.407603734547952179e+00
1.026060429977006638e+00,-3.060307379214091128e+00
3.420201433256689905e-01,-2.939692620785907984e+00
6.427876096865395850e-01,-6.766044443118977902e+00
1.326827896337877011e+00,-6.645429684690794758e+00
1.928362829059618200e+00,-6.298133329356933707e+00
2.374838417255416445e+00,-5.766044443118977902e+00
2.612403115710955515e+00,-5.113340798452838953e+00
2.612403115710955515e+00,-4.418748087785116851e+00
2.374838417255416889e+00,-3.766044443118978347e+00
1.928362829059618422e+00,-3.233955556881022098e+00
1.326827896337877011e+00,-2.886659201547161047e+00
6.427876096865395850e-01,-2.766044443118977902e+00
8.660254037844388186e-01,-6.500000000000000000e+00
1.550065690435776355e+00,-6.379385241571816856e+00
2.151600623157517322e+00,-6.032088886237955805e+00
2.598076211353316012e+00,-5.500000000000000000e+00
2.835640909808854637e+00,-4.847296355333861051e+00
2.835640909808854637e+00,-4.152703644666138949e+00
2.598076211353316012e+00,-3.500000000000000444e+00
2.151600623157517767e+00,-2.967911113762044195e+00
1.550065690435776355e+00,-2.620614758428183144e+00
8.660254037844388186e-01,-2.500000000000000000e+00
9.848077530122082424e-01,-6.173648177666930081e+00
1.668848039663545890e+00,-6.053033419238746937e+00
2.270382972385286635e+00,-5.705737063904885886e+00
2.716858560581085325e+00,-5.173648177666930081e+00
2.954423259036624394e+00,-4.520944533000791132e+00
2.954423259036624394e+00,-3.826351822333069475e+00
