7.347880794884118750e-16,3.166679938014735352e-01
6.007422642379793842e-01,8.229838658936570184e-01
9.605181116313726841e-01,9.991889981715700308e-01
9.350162426854151665e-01,7.746049618276545923e-01
5.344658261278014688e-01,2.393156642875587936e-01
-8.046656871672515365e-02,-3.919666098600746440e-01
-6.631226582407950820e-01,-8.660254037844380415e-01
-9.797906520422672294e-01,-9.927088740980535286e-01
-9.034504346103818806e-01,-7.212024473438140015e-01
-4.647231720437683400e-01,-1.604112808577598526e-01
1.604112808577601856e-01,4.647231720437687841e-01
7.212024473438148897e-01,9.034504346103827688e-01
9.927088740980544168e-01,9.797906520422683396e-01
8.660254037844393737e-01,6.631226582407959702e-01
3.919666098600756432e-01,8.046656871672612510e-02
-2.393156642875565177e-01,-5.344658261277999145e-01
-7.746049618276537041e-01,-9.350162426854142783e-01
-9.991889981715691427e-01,-9.605181116313722400e-01
-8.229838658936565743e-01,-6.007422642379791622e-01
-3.166679938014725360e-01,2.449293598294706414e-16
3.166679938014734796e-01,6.333359876029462932e-01
9.174102580394521977e-01,1.139651859695129943e+00
1.277186105432845498e+00,1.315856991973042955e+00
1.251684236486887869e+00,1.091272955629127406e+00
8.511338199292742823e-01,5.559836580890316071e-01
2.362014250847476182e-01,-7.529861605860188600e-02
-3.464546644393222685e-01,-5.493574099829652280e-01
-6.631226582407944159e-01,-6.760408802965807151e-01
-5.867824408089090671e-01,-4.045344535423411880e-01
-1.480551782422955820e-01,1.562567129437129054e-01
4.770792746592329436e-01,7.813911658452414866e-01
1.037870441145287703e+00,1.220118428411855582e+00
1.309376867899527230e+00,1.296458645843741042e+00
1.182693397585912187e+00,9.797906520422687837e-01
7.086346036615484012e-01,3.971345625181988970e-01
7.735232951391624034e-02,-2.177978323263271010e-01
-4.579369680261808906e-01,-6.183482488839414648e-01
-6.825210043700963292e-01,-6.438501178298994265e-01
-5.063158720921837608e-01,-2.840742704365063487e-01
2.220446049250313081e-16,3.166679938014730356e-01
6.007422642379793842e-01,9.174102580394521977e-01
1.201484528475958102e+00,1.423726130131635736e+00
1.561260375869351513e+00,1.599931262409548749e+00
1.535758506923393885e+00,1.375347226065633421e+00
1.135208090365780187e+00,8.400579285255374007e-01
5.202756955212535228e-01,2.087756543779040186e-01
-6.238039400281636393e-02,-2.652831395464593234e-01
-3.790483878042885113e-01,-3.919666098600748105e-01
-3.027081703724031625e-01,-1.204601831058352834e-01
1.360190921942103226e-01,4.403309833802188100e-01
7.611535450957388482e-01,1.065465436281747502e+00
1.321944711581793719e+00,1.504192698848361598e+00
1.593451138336033246e+00,1.580532916280247058e+00
1.466767668022418203e+00,1.263864922478774577e+00
9.927088740980543058e-01,6.812088329547048016e-01
3.614265999504221449e-01,6.627643811017880360e-02
-1.738626975896749860e-01,-3.342739784474355602e-01
-3.984467339335904246e-01,-3.597758473933935219e-01
-2.222416016556778562e-01,-4.440892098500626162e-16
2.840742704365061266e-01,6.007422642379789401e-01
8.229838658936570184e-01,1.139651859695129943e+00
1.423726130131635736e+00,1.645967731787313371e+00
1.783501977525029147e+00,1.822172864065226383e+00
1.758000108579071519e+00,1.597588827721311056e+00
1.357449692021457821e+00,1.062299530181215035e+00
7.425172971769311570e-01,4.310172560335816527e-01
1.598612076528612702e-01,-4.304153789078168924e-02
-1.568067861486108772e-01,-1.697250082043971764e-01
-8.046656871672552835e-02,1.017814185498423507e-01
3.582606938498879567e-01,6.625725850358964442e-01
9.833951467514164824e-01,1.287707037937425136e+00
1.544186313237471353e+00,1.726434300504039232e+00
